Timestamp,open,high,low,close,volume
2025-12-11 16:02:44,90228.0,90346.9,90163.4,90205.5,124.734195
2025-12-11 16:02:46,90228.0,90346.9,90163.4,90196.2,124.883298
2025-12-11 16:02:50,90228.0,90346.9,90163.4,90196.2,124.883323
2025-12-11 16:02:52,90228.0,90346.9,90163.4,90196.1,124.884788
2025-12-11 16:02:55,90228.0,90346.9,90163.4,90196.1,124.898567
2025-12-11 16:02:56,90228.0,90346.9,90163.4,90196.1,124.913851
2025-12-11 16:03:00,90228.0,90346.9,90163.4,90192.6,125.20787
2025-12-11 16:03:01,90228.0,90346.9,90163.4,90192.6,125.207881
2025-12-11 16:03:02,90228.0,90346.9,90163.4,90187.1,125.321892
2025-12-11 16:03:05,90228.0,90346.9,90163.4,90187.1,125.323009
2025-12-11 16:03:10,90228.0,90346.9,90163.4,90196.1,125.509206
2025-12-11 16:03:11,90228.0,90346.9,90163.4,90205.0,125.707116
2025-12-11 16:03:13,90228.0,90346.9,90163.4,90205.1,125.712658
2025-12-11 16:03:14,90228.0,90346.9,90163.4,90205.1,125.718132
2025-12-11 16:03:15,90228.0,90346.9,90163.4,90208.1,125.78703
2025-12-11 16:03:16,90228.0,90346.9,90163.4,90208.1,125.787086
2025-12-11 16:03:18,90228.0,90346.9,90163.4,90211.1,125.815482
2025-12-11 16:03:21,90228.0,90346.9,90163.4,90213.3,125.815521
2025-12-11 16:03:25,90228.0,90346.9,90163.4,90213.3,125.815576
2025-12-11 16:03:28,90228.0,90346.9,90163.4,90213.2,125.959687
2025-12-11 16:03:29,90228.0,90346.9,90163.4,90205.0,126.289941
2025-12-11 16:03:30,90228.0,90346.9,90163.4,90203.2,126.289996
2025-12-11 16:03:31,90228.0,90346.9,90163.4,90203.2,126.415121
2025-12-11 16:03:32,90228.0,90346.9,90163.4,90207.7,126.436944
2025-12-11 16:03:36,90228.0,90346.9,90163.4,90213.0,126.470209
2025-12-11 16:03:38,90228.0,90346.9,90163.4,90213.1,126.475751
2025-12-11 16:03:40,90228.0,90346.9,90163.4,90213.0,126.501717
2025-12-11 16:03:44,90228.0,90346.9,90163.4,90213.0,126.502773
2025-12-11 16:03:45,90228.0,90346.9,90163.4,90213.0,126.504951
2025-12-11 16:03:49,90228.0,90346.9,90163.4,90213.1,126.504966
2025-12-11 16:03:51,90228.0,90346.9,90163.4,90213.1,126.504991
2025-12-11 16:03:53,90228.0,90346.9,90163.4,90213.0,126.505013
2025-12-11 16:03:54,90228.0,90346.9,90163.4,90213.1,126.505063
2025-12-11 16:03:55,90228.0,90346.9,90163.4,90213.1,126.50508
2025-12-11 16:04:02,90228.0,90346.9,90163.4,90207.5,126.540971
2025-12-11 16:04:03,90228.0,90346.9,90163.4,90191.8,126.741231
2025-12-11 16:04:04,90228.0,90346.9,90163.4,90191.8,126.852654
2025-12-11 16:04:05,90228.0,90346.9,90163.4,90199.2,126.853468
2025-12-11 16:04:07,90228.0,90346.9,90163.4,90202.9,126.853619
2025-12-11 16:04:09,90228.0,90346.9,90163.4,90208.0,126.984632
2025-12-11 16:04:14,90228.0,90346.9,90163.4,90208.0,126.984632
2025-12-11 16:04:17,90228.0,90346.9,90163.4,90208.0,126.985916
2025-12-11 16:04:18,90228.0,90346.9,90163.4,90208.0,127.096416
2025-12-11 16:04:21,90228.0,90346.9,90163.4,90208.1,127.096781
2025-12-11 16:04:22,90228.0,90346.9,90163.4,90208.1,127.096858
2025-12-11 16:04:26,90228.0,90346.9,90163.4,90220.0,127.435448
2025-12-11 16:04:30,90228.0,90346.9,90163.4,90219.9,127.442801
2025-12-11 16:04:31,90228.0,90346.9,90163.4,90219.9,127.453768
2025-12-11 16:04:32,90228.0,90346.9,90163.4,90220.0,127.453815
2025-12-11 16:04:37,90228.0,90346.9,90163.4,90220.0,127.453861
2025-12-11 16:04:41,90228.0,90346.9,90163.4,90220.0,127.453971
2025-12-11 16:04:42,90228.0,90346.9,90163.4,90220.0,127.453985
2025-12-11 16:04:43,90228.0,90346.9,90163.4,90220.0,127.465814
2025-12-11 16:04:44,90228.0,90346.9,90163.4,90219.9,127.519647
2025-12-11 16:04:46,90228.0,90346.9,90163.4,90219.2,127.520233
2025-12-11 16:04:49,90228.0,90346.9,90163.4,90219.3,127.521233
2025-12-11 16:04:51,90228.0,90346.9,90163.4,90219.3,127.592358
2025-12-11 16:04:52,90228.0,90346.9,90163.4,90219.3,127.592378
2025-12-11 16:04:53,90228.0,90346.9,90163.4,90215.5,127.603805
2025-12-11 16:04:54,90228.0,90346.9,90163.4,90215.5,127.606019
2025-12-11 16:04:55,90228.0,90346.9,90163.4,90215.5,127.60619
2025-12-11 16:04:58,90228.0,90346.9,90163.4,90215.6,127.606203
2025-12-11 16:04:59,90228.0,90346.9,90163.4,90215.6,127.610651
2025-12-11 16:05:01,90228.0,90346.9,90163.4,90215.5,127.696544
2025-12-11 16:05:02,90228.0,90346.9,90163.4,90210.5,127.734043
2025-12-11 16:05:03,90228.0,90346.9,90163.4,90207.4,127.762468
2025-12-11 16:05:04,90228.0,90346.9,90163.4,90207.4,127.794784
2025-12-11 16:05:05,90228.0,90346.9,90163.4,90207.4,127.831384
2025-12-11 16:05:07,90228.0,90346.9,90163.4,90207.4,127.841186
2025-12-11 16:05:09,90228.0,90346.9,90163.4,90207.3,127.845615
2025-12-11 16:05:11,90228.0,90346.9,90163.4,90207.4,127.854055
2025-12-11 16:05:14,90228.0,90346.9,90163.4,90207.4,127.854055
2025-12-11 16:05:15,90228.0,90346.9,90163.4,90207.4,127.855284
2025-12-11 16:05:17,90228.0,90346.9,90163.4,90207.3,127.860384
2025-12-11 16:05:19,90228.0,90346.9,90163.4,90207.3,127.863288
2025-12-11 16:05:20,90228.0,90346.9,90163.4,90207.4,127.863301
2025-12-11 16:05:22,90228.0,90346.9,90163.4,90207.4,127.863326
2025-12-11 16:05:23,90228.0,90346.9,90163.4,90207.3,127.863694
2025-12-11 16:05:24,90228.0,90346.9,90163.4,90207.4,127.869094
2025-12-11 16:05:25,90228.0,90346.9,90163.4,90207.3,127.870256
2025-12-11 16:05:27,90228.0,90346.9,90163.4,90207.4,127.871346
2025-12-11 16:05:28,90228.0,90346.9,90163.4,90207.3,127.8714
2025-12-11 16:05:31,90228.0,90346.9,90163.4,90207.3,127.874629
2025-12-11 16:05:32,90228.0,90346.9,90163.4,90207.3,127.875593
2025-12-11 16:05:33,90228.0,90346.9,90163.4,90207.3,127.875756
2025-12-11 16:05:35,90228.0,90346.9,90163.4,90207.3,127.876301
