Price,close,high,low,open,volume,rsi,macd,macd_signal,macd_hist,ema_20,ema_50,sma_20,bb_high,bb_low
2014-10-09,365.0260009765625,382.72601318359375,347.68701171875,352.7479858398437,83641104.0,42.03399742934322,,,,375.7024953989975,,378.78954925537107,443.0711638087017,314.5079347020404
2014-10-10,361.56201171875,375.0669860839844,352.9630126953125,364.68701171875,43665700.0,40.982820290668194,,,,374.3557826675453,,376.42245025634764,439.5706491227653,313.27425138993
2014-10-11,362.2990112304688,367.1910095214844,355.95098876953125,361.3619995117188,13345200.0,41.319058938671866,,,,373.20751872115704,,374.5963500976562,437.15761306220907,312.0350871331034
2014-10-12,378.5490112304688,379.4330139160156,356.1440124511719,362.6059875488281,17552800.0,48.311572928013156,-17.904762832875804,,,373.71623229347244,,373.4162002563477,434.7317974402929,312.10060307240246
2014-10-13,390.41400146484375,397.22601318359375,368.8970031738281,377.9209899902344,35221400.0,52.73980605622909,-14.44616134704512,,,375.30649602407925,,371.14735107421876,426.08981228337825,316.2048898650593
2014-10-14,400.8699951171875,411.697998046875,391.3240051269531,391.6919860839844,38491500.0,56.29339237064152,-10.737705859132745,,,377.74111498532767,,370.03060150146484,421.4929484780507,318.56825452487897
2014-10-15,394.7730102539063,402.22698974609375,388.7659912109375,400.9549865722656,25267100.0,53.75518992063871,-8.196222934800687,,,379.3632002490018,,369.1905517578125,418.4126697868836,319.9684337287414
2014-10-16,382.5559997558594,398.8070068359375,373.0700073242188,394.51800537109375,26990000.0,48.988694124610255,-7.086204695526533,,,379.66727639251206,,368.097102355957,415.05951626734713,321.1346884445669
2014-10-17,383.7579956054688,385.4779968261719,375.3890075683594,382.7560119628906,13600700.0,49.46348981292605,-6.039892107573394,,,380.05686869850797,,367.3090026855469,412.6362248629154,321.98178050817836
2014-10-18,391.4419860839844,395.1579895019531,378.9710083007813,383.97601318359375,11416800.0,52.50676095478701,-4.538332952257633,,,381.1411655923629,,368.0220520019531,414.38488437139125,321.659219632515
2014-10-19,389.5459899902344,393.9389953613281,386.4570007324219,391.2539978027344,5914570.0,51.67978777543699,-3.461426374206667,,,381.94162505882684,,368.7260009765625,415.93935235712183,321.51264959600314
2014-10-20,382.8450012207031,390.0840148925781,378.25201416015625,389.2309875488281,16419000.0,48.7569871420041,-3.1128015055059564,-7.666231336523544,4.553429831017588,382.02766088376745,,368.52105102539065,415.45102721087727,321.591074839904
2014-10-21,386.4750061035156,392.64599609375,380.8340148925781,382.4209899902344,14188900.0,50.39368473158132,-2.5146158028464924,-6.635908229788134,4.1212924269416416,382.4512175713625,,368.66405181884767,415.79413104945354,321.5339725882418
2014-10-22,383.1579895019531,388.5759887695313,382.2489929199219,386.1180114746094,11641300.0,48.85802562773556,-2.281900513390724,-5.765106686508652,3.483206173117928,382.51852918379967,,369.06835174560547,416.5488008130655,321.58790267814544
2014-10-23,358.4169921875,385.0480041503906,356.4469909667969,382.9620056152344,26456900.0,39.25038294804775,-4.0472099668116925,-5.42152734256926,1.3743173757575677,380.2231447079616,,369.0136016845703,416.5405051027773,321.4866982663633
2014-10-24,358.3450012207031,364.3450012207031,353.30499267578125,358.59100341796875,15585700.0,39.22621149366331,-5.389907992150256,-5.41520347248546,0.025295480335203457,378.13951199488935,,370.4875518798828,414.6521781281616,326.322925631604
2014-10-25,347.27099609375,359.8609924316406,342.87701416015625,358.6109924316406,18127500.0,35.5949413147835,-7.263852347005582,-5.784933247389485,-1.478919099616097,375.199653337638,,371.8256011962891,411.2159992282366,332.43520316434154
2014-10-26,354.7040100097656,359.22100830078125,343.9309997558594,347.48699951171875,11272500.0,39.63434296463275,-8.056316445435016,-6.239209886998591,-1.817106558436425,373.24768730641205,,373.0568511962891,408.49149177126884,337.6222106213093
2014-10-27,352.989013671875,358.6319885253906,349.8089904785156,354.7770080566406,13033000.0,39.02615784587375,-8.722191826481492,-6.735806274895172,-1.98638555158632,371.3182898174085,,373.89695129394534,406.4769649210608,341.31693766682986
2014-10-28,357.6180114746094,359.9840087890625,352.6789855957031,353.2149963378906,7845880.0,41.62969942064246,-8.775226082906784,-7.143690236497495,-1.6315358464092888,370.0135014038086,,374.13085174560547,406.16833737641934,342.0933661147916
2014-10-29,335.59100341796875,357.8330078125,335.3429870605469,357.0889892578125,18192700.0,34.1559216097251,-10.473914805901813,-7.8097351503783585,-2.664179655523455,366.7351682623001,,372.65910186767576,408.6899305432697,336.6282731920818
2014-10-30,345.30499267578125,350.9129943847656,335.0719909667969,335.7090148925781,30177900.0,39.328953821257976,-10.910530305563611,-8.42989418141541,-2.4806361241482016,364.6941991588221,,371.8462509155273,409.53707319828084,334.1554286327738
2014-10-31,338.3210144042969,348.0450134277344,337.1419982910156,345.0090026855469,12545400.0,37.07375429927973,-11.68539792033937,-9.080994929200202,-2.6044029911391675,362.1824672774387,,370.64735107421876,410.91404923210285,330.38065291633467
2014-11-01,325.7489929199219,340.52899169921875,321.05499267578125,338.6499938964844,16677200.0,33.36482660096782,-13.16221730479657,-9.897239404319476,-3.264977900477094,358.7126125767228,,368.0073501586914,412.55186528174033,323.46283503564246
2014-11-02,325.8919982910156,329.04998779296875,320.6260070800781,326.07501220703125,8603620.0,33.446388127903035,-14.157864914813445,-10.74936450641827,-3.4085004083951738,355.58683978760786,,364.78125,411.6524768523924,317.9100231476076
2014-11-03,327.5539855957031,334.00201416015625,325.4809875488281,325.5690002441406,12948500.0,34.45056634294748,-14.644007332375054,-11.528293071609628,-3.115714260765426,352.9170441502836,,361.1154495239258,407.58967756814087,314.64122147971074
2014-11-04,330.49200439453125,331.7669982910156,325.0769958496094,327.1610107421875,15655500.0,36.28085937865686,-14.623632999419954,-12.147361057171693,-2.4762719422482604,350.78132607830713,,357.90139923095705,403.5032215040079,312.2995769579062
2014-11-05,339.4859924316406,343.3689880371094,330.6830139160156,330.6830139160156,19817200.0,41.65192699555711,-13.723549983467308,-12.462598842430818,-1.2609511410364895,349.70558001671986,374.1938371890887,355.7478988647461,400.5500362626671,310.9457614668251
2014-11-06,349.2900085449219,352.96600341796875,338.42401123046875,339.4580078125,18797000.0,46.90574071704674,-12.079876249869756,-12.386054323918607,0.30617807404885156,349.66600178131057,373.2172164579449,354.0244995117188,396.99866453785717,311.0503344855804
2014-11-07,342.4150085449219,352.73199462890625,341.7760009765625,349.8179931640625,16834200.0,43.919280466584894,-11.202868324687984,-12.149417124072482,0.9465487993844981,348.9754309968926,372.0092867358656,351.5731506347656,391.192398611628,311.95390265790326
2014-11-08,345.4880065917969,347.0320129394531,342.15399169921875,342.15399169921875,8535470.0,45.586942848384005,-10.142946392960823,-11.748122977850151,1.6051765848893282,348.64329533926445,370.96923653413745,349.37025146484376,384.99737934658907,313.74312358309845
2014-11-09,363.2640075683594,363.6260070800781,344.2550048828125,345.3760070800781,24205600.0,54.09137474496063,-7.778905526463461,-10.954279487572816,3.1753739611093543,350.03574412298775,370.66707069234224,348.3912017822266,381.25384935462125,315.5285542098319
2014-11-10,366.9240112304688,374.8160095214844,357.5610046386719,362.2650146484375,30450100.0,55.62907881430299,-5.5461221562877085,-9.872648021315793,4.326525865028085,351.64415051417643,370.5202840467786,347.41365203857424,376.6497421731097,318.1775619040388
2014-11-11,367.6950073242188,371.30999755859375,363.7349853515625,365.8569946289063,15838900.0,55.963693274575306,-3.6720828228162645,-8.632534981615889,4.960452158799624,353.1728035437043,370.409488881188,346.64050292968756,372.6999171687245,320.58108869065063
2014-11-12,423.5610046386719,429.7179870605469,367.9849853515625,367.9849853515625,45783200.0,72.27758042480961,2.2945755042510427,-6.447112884442503,8.741688388693547,359.876441743225,372.4938620481481,349.8977035522461,392.23292793672096,307.5624791677713
2014-11-13,420.7349853515625,457.0929870605469,401.12298583984375,427.2730102539063,58945000.0,70.84774889362464,6.717721367178228,-3.8141460341183566,10.531867401296585,365.6724935154476,374.3856708051448,353.0172027587891,405.3876033057449,300.6468022118333
2014-11-14,397.8179931640625,419.25201416015625,384.78900146484375,418.4169921875,29589200.0,60.41101571203106,8.27845767938976,-1.3956252914167335,9.674082970806493,368.7339696724586,375.3045854074553,355.54455261230476,411.3292032816448,299.7599019429647
2014-11-15,376.1329956054688,405.5280151367188,371.0079956054688,399.6499938964844,15727500.0,52.52605153083959,7.677058031241586,0.4189113731149303,7.258146658126655,369.43863880893576,375.33707208188724,356.6160018920899,413.1135304280083,300.11847335617153
2014-11-16,387.8819885253906,390.7990112304688,374.60198974609375,374.7300109863281,11905600.0,55.88566469853428,8.055629730364387,1.946255044564822,6.109374685799565,371.195148305741,375.8290295894756,358.36065063476565,416.4354034026118,300.28589786691947
2014-11-17,387.4079895019531,410.1990051269531,377.50201416015625,388.3489990234375,41518800.0,55.71436264249456,8.222617552817553,3.2015275462153685,5.021090006602185,372.73922841966595,376.2831064487885,359.85014953613285,419.2844978341193,300.4158012381464
2014-11-18,375.197998046875,392.4020080566406,371.1170043945313,387.7850036621094,32222500.0,51.348106731863524,7.285727012137045,4.018367439399704,3.267359572737341,372.97339695559066,376.2405531781252,361.83049926757815,420.5345423487516,303.1264561864047
2014-11-19,380.5549926757813,386.4809875488281,373.89599609375,373.89599609375,18931800.0,53.085274388222814,6.896006336563573,4.593895218832477,2.302111117731096,373.69545369084693,376.40974688391566,363.5929992675782,422.3232462118226,304.8627523233338
2014-11-20,357.8399963378906,382.0249938964844,356.781005859375,380.3070068359375,25233200.0,45.643196890086664,4.700060158244753,4.615128206714933,0.08493195152982036,372.1854101334225,375.68152137230686,364.56894836425784,422.2258366286318,306.9120600998839
2014-11-21,350.8479919433594,357.8789978027344,344.11199951171875,357.8789978027344,29850100.0,43.61625097880087,2.3682608342631397,4.165754732224574,-1.7974938979614343,370.1532750677022,374.7076574731325,365.82389831542974,421.08936952206574,310.55842710879375
2014-11-22,352.9200134277344,364.8410034179688,350.87799072265625,351.60400390625,15273000.0,44.404177125077666,0.6796532676834204,3.4685344393163433,-2.788881171632923,368.51201205437195,373.85324005958745,367.17529907226566,419.7239231531702,314.62667499136114
2014-11-23,367.572998046875,370.8450012207031,353.17498779296875,353.17498779296875,15151600.0,49.75188705704054,0.5178238530275507,2.878392322058585,-2.3605684690310342,368.4225821488961,373.60695605908893,369.17624969482426,418.48552484457497,319.86697454507356
2014-11-24,376.9010009765625,387.2090148925781,366.66900634765625,366.947998046875,30930100.0,52.86044133868959,1.1292474928816318,2.528563356223194,-1.3993158633415623,369.2300506086738,373.73613429114675,371.4966995239258,417.56737192772954,325.4260271201221
2014-11-25,375.3479919433594,394.7009887695313,374.7839965820313,376.885986328125,25442200.0,52.28054707365122,1.4715274303707133,2.317156171052698,-0.8456287406819847,369.81271168816767,373.7993443951551,373.2897994995118,416.9667435615589,329.61285543746465
2014-11-26,368.3699951171875,377.697998046875,365.8160095214844,376.0190124511719,18601700.0,49.64520609042498,1.1662766097302324,2.0869802587882047,-0.9207036490579723,369.67531010997914,373.5864287371956,374.243798828125,416.59563332891713,331.8919643273329
2014-11-27,369.6700134277344,373.9920043945313,368.2820129394531,370.50201416015625,8748030.0,50.14936882221637,1.0175342467110227,1.8730910563727683,-0.8555568096617456,369.67480566405106,373.4328438230991,375.6065490722657,415.4539963816003,335.7591017629311
2014-11-28,376.4469909667969,382.8380126953125,358.4549865722656,369.3739929199219,22946500.0,52.80227702973083,1.4300159682968,1.7844760387575749,-0.35446007046077477,370.31977569288404,373.5510456718716,377.15449829101567,414.5302981917661,339.7786983902652
2014-11-29,375.4909973144531,387.60101318359375,372.1449890136719,376.1520080566406,15375600.0,52.37881848041561,1.660627328118153,1.7597062966296906,-0.09907896851153764,370.8122729901763,373.6271222068748,377.76584777832034,414.60902524762923,340.92267030901144
2014-11-30,378.0469970703125,382.5270080566406,373.3089904785156,375.510009765625,9194440.0,53.4536354228062,2.0262786323986575,1.8130207637834839,0.2132578686151736,371.50129433114165,373.80045063289197,378.3219970703125,414.828013600932,341.81598053969293
2014-12-01,379.2449951171875,383.6619873046875,376.66900634765625,378.2489929199219,11763000.0,53.97793609407678,2.3852328758745216,1.9274631862016913,0.45776968967283027,372.2387896440984,374.0139621812957,378.8994964599609,415.0787588020801,342.72023411784176
2014-12-02,381.3150024414063,384.0379943847656,377.8630065917969,379.25,12364100.0,54.92276329482366,2.8044114813744727,2.1028528452362476,0.7015586361382251,373.1031908628897,374.3002774856138,376.78719635009764,406.6758003300971,346.8985923700982
2014-12-03,375.010009765625,383.0260009765625,374.3460083007813,381.7219848632813,13340100.0,51.45752894121716,2.5979062838392224,2.2018635329568426,0.39604275088237983,373.28479266315014,374.3281101240456,374.5009475708008,396.563834071838,352.4380610697636
2014-12-04,369.60400390625,378.6549987792969,367.7590026855469,375.7179870605469,14529600.0,48.62474052641161,1.9752603621297453,2.156542898791423,-0.1812825366616777,372.9342413529692,374.14285105668114,373.09024810791016,392.45180169408604,353.72869452173427
2014-12-05,376.85400390625,379.1919860839844,365.7560119628906,369.4419860839844,15181800.0,52.40863930689069,2.0432698495410477,2.133888288941348,-0.09061843940030023,373.30755207232926,374.2491707762721,373.12629852294924,392.5130483231553,353.73954872274317
2014-12-06,374.7850036621094,378.447998046875,370.9450073242188,376.7569885253906,7009320.0,51.24859477179165,1.9082200569598626,2.0887546425450507,-0.1805345855851881,373.4482617475464,374.27018383061863,372.47144927978513,390.6685628077271,354.2743357518432
2014-12-07,375.0950012207031,376.2919921875,373.2749938964844,374.83599853515625,6491650.0,51.42209218328383,1.805394867367113,2.0320826875094635,-0.22668782014235056,373.6050940783232,374.30252961062195,371.85579986572264,388.7784297482296,354.9331699832157
2014-12-08,361.9089965820313,376.0289916992188,361.885986328125,374.9649963378906,18898700.0,44.21421448630767,0.6523845069959862,1.7561430514067682,-1.103758544410782,372.4911800310573,373.81650870754,371.1913497924805,388.57419040952186,353.8085091754391
2014-12-09,352.218994140625,363.0669860839844,344.95098876953125,361.8949890136719,32915500.0,39.79924372638464,-1.0313974174753753,1.1986349576303397,-2.230032375105715,370.56049566053997,372.9695473519747,369.77454986572263,388.44507085402194,351.10402887742333
2014-12-10,346.364990234375,352.3840026855469,346.364990234375,352.2049865722656,16427700.0,37.371408601737265,-2.8058320298249555,0.39774156013928064,-3.203573589964236,368.256161810429,371.92623138657865,369.2007995605469,389.89829649058066,348.50330263051313
2014-12-11,350.5060119628906,361.3569946289063,338.76300048828125,344.3399963378906,32431300.0,40.15258755095949,-3.833745368509881,-0.4485558255905517,-3.385189542919329,366.56567134875866,371.08622278172817,369.18370056152344,389.9422919598646,348.4251091631823
2014-12-12,352.5419921875,352.9830017089844,349.2909851074219,350.8330078125,16989800.0,41.52744938925044,-4.432986794080421,-1.2454420192885256,-3.187544774791895,365.2300828572102,370.35899805254274,369.16479949951173,389.9831922214957,348.34640677752776
2014-12-13,347.3760070800781,352.3810119628906,346.5880126953125,352.3810119628906,11675900.0,39.074591412804615,-5.264060947537303,-2.049165804938281,-3.2148951425990218,363.52969468795953,369.45770428891666,368.1549499511719,391.0409679475849,345.2689319547589
2014-12-14,351.6319885253906,353.3160095214844,345.4179992675781,346.7269897460937,12415200.0,42.10837199536853,-5.515689631132034,-2.7424705701770318,-2.773219060955002,362.39657981533395,368.7586566119156,366.8914993286133,390.4857265670162,343.2972720902104
2014-12-15,345.3450012207031,351.81500244140625,344.9339904785156,351.3609924316406,17264200.0,39.017554885205506,-6.151503802058755,-3.4242772165533766,-2.7272265855053788,360.77261994917865,367.8404740475544,365.39134979248047,390.4160101723646,340.3666894125963
2014-12-16,327.06201171875,345.8590087890625,327.06201171875,345.6730041503906,30864900.0,31.72478030163998,-8.038018297361646,-4.34702543271503,-3.6909928646466152,357.562085831995,366.2413186621111,363.3259506225586,393.34633199995085,333.30556924516634
2014-12-17,319.7760009765625,333.9540100097656,315.1520080566406,326.8550109863281,37567900.0,29.368927718764937,-10.005675601635346,-5.478755466499093,-4.526920135136253,353.96341108385855,364.41914934110923,360.83125,396.1526227014943,325.5098772985057
2014-12-18,311.39599609375,323.7090148925781,304.23199462890625,319.7850036621094,39173000.0,26.895139917316357,-12.101753074534258,-6.803354988106126,-5.298398086428132,349.909371560991,362.33980999807557,357.57870025634764,398.1407717363005,317.0166287763948
2014-12-19,317.8429870605469,318.5329895019531,306.7690124511719,311.1789855957031,23823100.0,31.664069800313882,-13.091777421197321,-8.061039474724366,-5.030737946472955,346.85543017999635,360.59483654954505,354.69629974365233,397.8664748109218,311.5261246763829
2014-12-20,329.9559936523437,330.32501220703125,316.04400634765625,317.6189880371094,20856700.0,39.63225169147339,-12.751963749052663,-8.999224329590026,-3.752739419462637,345.24596003450563,359.3933132986744,352.29174957275393,395.34871306544926,309.2347860800586
2014-12-21,320.8429870605469,329.6289978027344,318.90301513671875,329.5429992675781,15207600.0,36.21128763506764,-13.067369930631969,-9.812853449798414,-3.254516480833555,342.9218673703191,357.88153579914,349.37164916992185,392.6417728512214,306.1015254886223
2014-12-22,331.885986328125,334.11700439453125,320.42498779296875,321.0679931640625,22315100.0,42.66927565516764,-12.28464412071628,-10.307211583981989,-1.977432536734291,341.87083108058636,356.8621024865512,346.9001983642578,388.19118339021384,305.60921333830174
2014-12-23,334.5719909667969,336.2869873046875,329.6019897460937,332.0169982910156,16574200.0,44.15035463268939,-11.317133282845873,-10.509195923754767,-0.8079373590911061,341.17570345070163,355.98798046616866,344.87829742431643,384.3872552806414,305.36933956799146
2014-12-24,322.53399658203125,334.7409973144531,321.35699462890625,334.385009765625,15092300.0,39.25566469847733,-11.390437639619961,-10.685444266927806,-0.7049933726921545,339.4003027965426,354.6760595295358,342.5247970581055,381.46556411292624,303.58403000328474
2014-12-25,319.00799560546875,322.6700134277344,316.9580078125,322.2860107421875,9883640.0,37.929253264244146,-11.599340702007794,-10.868223553943803,-0.7311171480639906,337.4581783021546,353.2773119246704,339.6324966430664,376.481252844633,302.78374044149984
2014-12-26,327.92401123046875,331.42401123046875,316.62701416015625,319.1520080566406,16410500.0,43.15933138012429,-10.919575863969726,-10.878494015948988,-0.04108184802073822,336.55016239056545,352.2830648386233,337.28944702148436,370.6982674686708,303.88062657429793
2014-12-27,315.8630065917969,328.9110107421875,312.6300048828125,327.5830078125,15185200.0,38.440760111585135,-11.22468838809067,-10.947732890377324,-0.27695549771334527,334.579957076397,350.8548272603164,334.3278472900391,364.110920939858,304.54477364022017
2014-12-28,317.239013671875,320.02801513671875,311.0780029296875,316.1600036621094,11676600.0,39.25669609888547,-11.226053038628379,-11.003396920027535,-0.22265611860084356,332.92843865691873,349.5365600607697,332.09434814453124,359.9033231333911,304.2853731556714
2014-12-29,312.6700134277344,320.2669982910156,312.3070068359375,317.70098876953125,12302500.0,37.48025593522815,-11.463668632871304,-11.095451262596288,-0.36821737027501555,330.9990648255678,348.090813133984,330.11689910888674,357.5424082513104,302.6913899664631
2014-12-30,310.73699951171875,314.8089904785156,309.3729858398437,312.718994140625,12528300.0,36.72311823552203,-11.673395138665512,-11.211040037810134,-0.4623551008553779,329.06934431948696,346.6259576978167,328.3354995727539,355.93588042387006,300.7351187216378
2014-12-31,320.1929931640625,320.1929931640625,310.21099853515625,310.9140014648437,13942900.0,42.80942276075667,-10.95035635311882,-11.158903300871872,0.20854694775305127,328.2239775427799,345.5893708533558,326.8198486328125,352.65676002397066,300.9829372416544
2015-01-01,314.2489929199219,320.4349975585937,314.00299072265625,320.4349975585937,8036550.0,40.19239219818285,-10.733247849979591,-11.073772210693416,0.3405243607138253,326.89302662631724,344.3603364245937,324.9051986694336,348.40332627924045,301.4070710596268
2015-01-02,315.0320129394531,315.8389892578125,313.56500244140625,314.0790100097656,7860650.0,40.70661860070891,-10.378369245107478,-10.934691617576231,0.5563223724687525,325.7634062751873,343.2102060918431,323.28799896240236,344.74048540950776,301.83551251529695
2015-01-03,281.0820007324219,315.1499938964844,281.0820007324219,314.84600830078125,33054400.0,29.04572345833496,-12.6903215199697,-11.285817598054924,-1.4045039219147757,321.50803431873345,340.7738058816697,319.76049957275393,344.37815737027466,295.1428417752332
2015-01-04,264.19500732421875,287.2300109863281,257.61199951171875,281.14599609375,55629100.0,25.181628757954527,-15.704171676485146,-12.16948841374097,-3.534683262744176,316.0496507954463,337.7707157421618,315.7029998779297,347.7462097856694,283.65978997019
2015-01-05,274.4739990234375,278.34100341796875,265.0840148925781,265.0840148925781,43962800.0,31.182919562834925,-17.06650882394291,-13.148892495781357,-3.9176163281615537,312.09006491239785,335.28849155711384,313.07359924316404,349.3127077130342,276.8344907732939
2015-01-06,286.1889953613281,287.5530090332031,272.6960144042969,274.6109924316406,23245700.0,37.35070084313441,-17.004847236461956,-13.920083443917479,-3.084763792544477,309.62329638372455,333.36302111806344,311.39424896240234,349.3094709795093,273.4790269452954
2015-01-07,294.3370056152344,298.7539978027344,283.0790100097656,286.0769958496094,24866800.0,41.29186987827901,-16.112765719047445,-14.358619898943473,-1.7541458201039717,308.16745916767786,331.8325891375603,310.5412994384766,349.17863731979884,271.90396155715433
2015-01-08,283.3489990234375,294.135009765625,282.17498779296875,294.135009765625,19982500.0,37.83520728121075,-16.1067563298883,-14.70824718513244,-1.3985091447558595,305.8037962967978,329.931271878183,308.8166000366211,349.0430445525699,268.5901555206723
2015-01-09,290.4079895019531,291.114013671875,280.5329895019531,282.38299560546875,18718600.0,41.23845835122604,-15.355384988757919,-14.837674745857536,-0.5177102429003835,304.3375289830031,328.3813392359779,306.8391998291016,346.6000724043764,267.0783272538267
2015-01-10,274.7959899902344,288.12701416015625,273.96600341796875,287.3030090332031,15264300.0,36.48156343009464,-15.837115266713056,-15.03756285002864,-0.7995524166844152,301.52404907892986,326.27995299104686,304.53684997558594,346.08027275881517,262.9934271923567
2015-01-11,265.6600036621094,279.63800048828125,265.0390014648437,274.6080017089844,18200800.0,34.00926985522496,-16.762855957762326,-15.382621471575378,-1.3802344861869482,298.1084257058994,323.9027000761866,301.22555084228514,344.05876170436875,258.39233998020154
2015-01-12,267.7959899902344,272.2030029296875,265.20001220703125,266.14599609375,18880300.0,35.11637636820248,-17.126729601693967,-15.731443097599097,-1.3952865040948694,295.22152706631226,321.702436935561,297.88675079345705,340.20936535881873,255.56413622809535
2015-01-13,225.86099243164065,268.2770080566406,219.906005859375,267.3940124511719,72843904.0,25.921757176755506,-20.561881354728314,-16.697530749024942,-3.864350605703372,288.6157618630102,317.94394891579947,293.0531005859375,344.1783549604639,241.9278462114111
2015-01-14,178.10299682617188,223.8939971923828,171.50999450683594,223.8939971923828,97638704.0,19.620927526536434,-26.82867076674728,-18.72375875256941,-8.10491201417787,278.09073662140656,312.4599900103239,286.00785064697266,356.173536019748,215.8421652741973
2015-01-15,209.843994140625,229.06700134277344,176.89700317382812,176.89700317382812,81773504.0,31.532683016500286,-28.90076330359497,-20.759159662774522,-8.141603640820449,271.59104686133213,308.4358333095514,280.10384979248045,354.88745898221896,205.3202406027419
2015-01-16,208.0970001220703,221.59100341796875,199.77099609375,209.07000732421875,38421000.0,31.258114278577168,-30.334205545584325,-22.674168839336485,-7.6600367062478405,265.54399479092626,304.5009771061208,274.71554946899414,353.82121868954374,195.60988024844454
2015-01-17,199.25999450683597,211.7310028076172,194.875,207.83399963378903,23469700.0,29.842565888771077,-31.816530193992577,-24.502641110267703,-7.313889083724874,259.2312328591081,300.3738797492861,268.8165985107422,351.8562009096355,185.77699611184892
2015-01-18,210.3390045166016,218.69500732421875,194.5059967041016,200.0500030517578,30085100.0,33.884995657799294,-31.731518448302722,-25.94841657787471,-5.783101870428013,254.57483015982177,296.84310032839653,263.70004806518557,347.90313953225063,179.4969565981205
2015-01-19,214.86099243164065,216.72799682617188,207.3179931640625,211.4709930419922,18658300.0,35.51812128827764,-30.94257267770729,-26.94724779784123,-3.995324879866061,250.79255989999498,293.62811570499434,258.90624771118166,342.76800440655103,175.0444910158123
2015-01-20,211.31500244140625,215.24099731445312,205.1529998779297,212.9069976806641,24051100.0,34.79235599889539,-30.254701857485003,-27.608738609769986,-2.6459632477150166,247.03279252298654,290.40015047897134,253.46234817504882,334.80128324933935,172.12341310075828
2015-01-21,226.89700317382807,227.7879943847656,211.2120056152344,211.3780059814453,29924600.0,40.541830364056935,-28.127980195095063,-27.712586926835,-0.4153932682600612,245.11509829925714,287.90983097680885,249.09474868774413,326.17820302804034,172.01129434744792
2015-01-22,233.406005859375,237.0189971923828,226.4340057373047,227.32200622558597,33544600.0,42.810251741274506,-25.621961810100913,-27.294461903488184,1.6725000933872707,243.99994663831598,285.7724260702428,245.01344833374023,316.111364263964,173.91553240351644
2015-01-23,232.8789978027344,234.84500122070312,225.1959991455078,233.5169982910156,24621700.0,42.66831163007379,-23.408609452471694,-26.517291413284887,3.1086819608131933,242.94080865397487,283.6981739813209,242.60329818725586,311.89210852642515,173.31448784808657
2015-01-24,247.8470001220703,248.2100067138672,230.02200317382807,232.6999969482422,24782500.0,47.947092374966154,-20.21370802483827,-25.256574735595564,5.042866710757295,243.40806498426966,282.2922455946836,241.78589782714843,310.41916648111646,173.1526291731804
