,time,open,high,low,close,volume,volumeto
20944,2023-05-23 06:00:00,27393.49,27426.62,27291.82,27298.18,702.4,19218849.75
20945,2023-05-23 07:00:00,27298.18,27327.38,27220.58,27307.73,778.51,21238888.84
20946,2023-05-23 08:00:00,27307.73,27338.54,27258.55,27335.84,382.33,10436724.38
20947,2023-05-23 09:00:00,27335.84,27342.15,27275.16,27278.02,353.83,9661571.2
20948,2023-05-23 10:00:00,27278.02,27338.3,27260.8,27331.94,344.44,9401401.27
20949,2023-05-23 11:00:00,27331.94,27352.47,27288.39,27338.71,496.95,13579094.39
20950,2023-05-23 12:00:00,27338.71,27390.14,27249.48,27287.62,796.9,21779321.13
20951,2023-05-23 13:00:00,27287.62,27312.85,27189.09,27238.18,936.32,25521697.56
20952,2023-05-23 14:00:00,27238.18,27362.9,27235.9,27326.29,1110.16,30321121.23
20953,2023-05-23 15:00:00,27326.29,27362.26,27298.04,27326.61,656.82,17945937.35
20954,2023-05-23 16:00:00,27326.61,27332.8,27208.9,27235.52,1132.25,30873767.93
20955,2023-05-23 17:00:00,27235.52,27276.35,27190.31,27206.74,859.6,23398696.95
20956,2023-05-23 18:00:00,27206.74,27224.78,27127.81,27142.85,1063.76,28899530.19
20957,2023-05-23 19:00:00,27142.85,27225.9,27111.72,27191.66,875.09,23782766.16
20958,2023-05-23 20:00:00,27191.66,27251.1,27157.03,27220.32,595.88,16208916.72
20959,2023-05-23 21:00:00,27220.32,27244.53,27188.32,27202.09,461.91,12567951.51
20960,2023-05-23 22:00:00,27202.09,27225.76,27180.99,27200.95,386.95,10527122.3
20961,2023-05-23 23:00:00,27200.95,27257.32,27197.5,27224.7,240.52,6549088.07
